


                            KET QUA TINH TOAN BINH SAI
                          xa A Doi
                            ==========================


                                                                      Bang 1


                 BANG TRI DO GIA SO TOA DO VA CAC CHI TIEU SAI SO

         HE TOA DO VUONG GOC KHONG GIAN        ELLIPSOID QUI CHIEU:WGS-84
=================================================================================
|Lan do| D. dau  D. cuoi |    DX    |    DY    |    DZ    |  RMS | RDOP | RATIO |
     |  130 |      KV96      KV97 |    166.134 |  0.006 |  0.012 |    166.146 |
     |  131 |      KV93      KV96 |    252.534 |  0.001 |  0.001 |    252.535 |
     |  132 |      KV96      KV91 |    431.694 |  0.001 |  0.001 |    431.694 |
     |  133 |      KV92      KV91 |    190.608 |  0.001 | -0.000 |    190.608 |
     |  134 |      KV92      KV93 |    201.052 |  0.001 |  0.001 |    201.053 |
     |  135 |      KV96      V123 |    597.265 |  0.001 | -0.001 |    597.265 |
     |  136 |      KV96      KV89 |   1137.640 |  0.001 |  0.001 |   1137.641 |
     |  137 |      KV91      KV93 |    230.777 |  0.001 | -0.000 |    230.777 |
     |  138 |      KV89      KV92 |   1078.593 |  0.001 | -0.000 |   1078.593 |
     |  139 |      KV97      KV99 |    176.002 |  0.001 | -0.000 |    176.002 |
     |  140 |      KV98      KV99 |    514.172 |  0.001 |  0.000 |    514.172 |
     |  141 |      V122      KV98 |    506.701 |  0.006 |  0.008 |    506.709 |
     |  142 |      V121      KV98 |    135.174 |  0.001 |  0.000 |    135.175 |
     |  143 |      V108      KV99 |    247.984 |  0.012 |  0.022 |    248.006 |
     |  144 |      KV99      V109 |    321.613 |  0.009 |  0.002 |    321.615 |
     |  145 |      KV93      KV99 |    447.959 |  0.006 | -0.009 |    447.949 |
     |  146 |      KV97      V121 |    333.699 |  0.001 |  0.000 |    333.699 |
     |  147 |      KV99      V121 |    471.154 |  0.001 | -0.000 |    471.154 |
     |  148 |      KV98      V101 |    313.495 |  0.003 |  0.002 |    313.497 |
     |  149 |      V107      V101 |    999.579 |  0.001 | -0.000 |    999.579 |
     |  150 |      V107      V100 |    751.760 |  0.001 | -0.000 |    751.760 |
     |  151 |      V107      V106 |    391.238 |  0.001 |  0.000 |    391.239 |
     |  152 |      V100      V101 |    247.882 |  0.001 | -0.000 |    247.882 |
     |  153 |      V101      V106 |   1232.813 |  0.001 | -0.001 |   1232.812 |
     |  154 |      V100      V106 |    995.637 |  0.001 |  0.000 |    995.637 |
     |  155 |      V106      V102 |    343.621 |  0.001 | -0.000 |    343.620 |
     |  156 |      V106      V105 |   1022.777 |  0.001 |  0.000 |   1022.777 |
     |  157 |      V105      V102 |    684.657 |  0.001 | -0.001 |    684.656 |
     |  158 |      V105      V107 |   1224.868 |  0.001 |  0.001 |   1224.869 |
     |  159 |      V104      V105 |    327.671 |  0.001 | -0.000 |    327.671 |
     |  160 |      V104      V107 |    897.517 |  0.001 | -0.000 |    897.517 |
     |  161 |      V102      V104 |    368.057 |  0.001 | -0.000 |    368.057 |
     |  162 |      V102      V107 |    578.751 |  0.001 | -0.000 |    578.750 |
     |  163 |      KV98      V108 |    542.611 |  0.001 |  0.000 |    542.612 |
     |  164 |      KV98      V103 |   1551.586 |  0.001 | -0.001 |   1551.585 |
     |  165 |      V108      V103 |   1801.565 |  0.001 |  0.000 |   1801.565 |
     |  166 |      V101      V103 |   1258.473 |  0.004 |  0.005 |   1258.478 |
     |  167 |      V103      V106 |    121.797 |  0.002 | -0.003 |    121.795 |
     |  168 |      V103      V105 |   1056.423 |  0.005 |  0.003 |   1056.426 |
     |  169 |      V105      V106 |   1022.775 |  0.005 |  0.002 |   1022.777 |
     |  170 |      V109      V108 |    154.079 |  0.001 | -0.000 |    154.079 |
     |  171 |      V109      V103 |   1907.199 |  0.001 |  0.001 |   1907.200 |
     |  172 |      KV01      KV02 |    161.982 |  0.001 | -0.000 |    161.982 |
     |  173 |      KV02      KV04 |    873.230 |  0.001 | -0.002 |    873.228 |
     |  174 |      KV02      KV05 |   1206.494 |  0.001 |  0.001 |   1206.495 |
     |  175 |      KV05      KV06 |    308.518 |  0.001 |  0.000 |    308.518 |
     |  176 |      KV06      KV04 |    509.905 |  0.001 | -0.001 |    509.904 |
     |  177 |      KV04      KV05 |    333.572 |  0.001 | -0.001 |    333.572 |
     |  178 |      KV01      KV09 |    655.476 |  0.001 | -0.001 |    655.475 |
     |  179 |      KV02      KV03 |    580.777 |  0.001 | -0.000 |    580.777 |
     |  180 |      KV03      KV06 |    765.086 |  0.001 | -0.001 |    765.086 |
     |  181 |      KV03      KV09 |   1315.306 |  0.004 |  0.004 |   1315.309 |
     |  182 |      KV06      KV09 |   1978.583 |  0.006 |   0.01 |   1978.593 |
     |  183 |      KV01      KV03 |    671.876 |  0.001 | -0.001 |    671.875 |
     |  184 |      KV03      KV04 |    293.593 |  0.001 | -0.000 |    293.593 |
     |  185 |      KV02      KV09 |    794.417 |  0.001 | -0.001 |    794.416 |
     |  186 |      KV08      KV07 |    268.955 |  0.001 |  0.000 |    268.955 |
     |  187 |      KV13      KV08 |    491.796 |  0.008 |  0.014 |    491.810 |
     |  188 |      KV14      KV08 |    824.019 |  0.001 |  0.000 |    824.019 |
     |  189 |      KV06      KV08 |    183.459 |  0.001 | -0.000 |    183.459 |
     |  190 |      KV06      KV14 |    963.544 |  0.001 |  0.000 |    963.544 |
     |  191 |      KV07      KV13 |    270.598 |  0.008 |  0.011 |    270.609 |
     |  192 |      KV06      KV07 |    452.106 |  0.001 |  0.000 |    452.106 |
     |  193 |      KV13      KV14 |    427.574 |  0.002 |  0.001 |    427.574 |
     |  194 |      KV13      KV17 |    614.506 |  0.001 | -0.001 |    614.505 |
     |  195 |      KV13      KV34 |   1375.393 |  0.003 |  0.004 |   1375.397 |
     |  196 |      KV14      KV18 |    408.973 |  0.001 |  0.000 |    408.973 |
     |  197 |      KV14      KV31 |    754.163 |  0.001 | -0.001 |    754.162 |
     |  198 |      KV17      KV18 |    121.290 |  0.001 |  0.001 |    121.291 |
     |  199 |      KV17      KV34 |    994.040 |  0.001 | -0.001 |    994.039 |
     |  200 |      KV18      KV31 |    347.824 |  0.001 |  0.001 |    347.825 |
     |  201 |      KV18      KV34 |    927.669 |  0.001 |  0.001 |    927.670 |
     |  202 |      KV31      KV33 |    637.242 |  0.003 |  0.001 |    637.244 |
     |  203 |      KV33      KV18 |    841.474 |  0.001 | -0.000 |    841.474 |
     |  204 |      KV34      KV33 |    118.872 |  0.001 | -0.001 |    118.871 |
     |  205 |      KV14      KV17 |    298.365 |  0.001 |  0.001 |    298.366 |
     |  206 |      KV21      KV22 |    162.953 |  0.018 |  0.004 |    162.957 |
     |  207 |      KV22      KV23 |    634.588 |  0.001 |  0.000 |    634.589 |
     |  208 |      KV23      KV14 |   1190.346 |  0.001 | -0.001 |   1190.345 |
     |  209 |      KV23      KV24 |    189.617 |  0.001 |  0.000 |    189.617 |
     |  210 |      KV24      KV14 |   1033.561 |  0.001 |  0.001 |   1033.561 |
     |  211 |      KV14      KV22 |   1668.332 |  0.001 |  0.001 |   1668.333 |
     |  212 |      KV23      KV32 |    685.602 |  0.044 | -0.001 |    685.601 |
     |  213 |      KV24      KV32 |    513.694 |  0.042 | -0.000 |    513.693 |
     |  214 |      KV24      KV31 |    570.407 |  0.004 | -0.005 |    570.402 |
     |  215 |      D184      KV32 |    404.195 |  0.003 | -0.002 |    404.193 |
     |  216 |      D184      KV43 |    102.953 |  0.006 | -0.007 |    102.946 |
     |  217 |      D184      KV33 |    910.427 |  0.008 |  -0.01 |    910.417 |
     |  218 |      KV32      KV33 |    618.024 |  0.006 | -0.008 |    618.015 |
     |  219 |      KV33      KV43 |    836.871 |  0.004 |  0.001 |    836.872 |
     |  220 |      KV33      KV39 |    146.642 |  0.001 |  0.000 |    146.642 |
     |  221 |      KV33      KV37 |    320.507 |  0.042 | -0.032 |    320.476 |
     |  222 |      KV39      KV43 |    815.617 |  0.004 |  0.001 |    815.617 |
     |  223 |      KV39      KV37 |    181.499 |  0.043 | -0.036 |    181.463 |
     |  224 |      KV39      KV40 |     81.543 |  0.013 | -0.026 |     81.517 |
     |  225 |      KV40      KV43 |    784.762 |  0.018 |  0.016 |    784.778 |
     |  226 |      KV21      KV28 |    240.886 |  0.013 | -0.008 |    240.878 |
     |  227 |      KV21      KV29 |    522.761 |  0.001 | -0.000 |    522.761 |
     |  228 |      KV22      KV09 |   3297.322 |   0.01 | -0.015 |   3297.307 |
     |  229 |      KV09      KV14 |   2583.771 |  0.002 |  0.001 |   2583.773 |
     |  230 |      D188      V121 |     51.864 |  0.001 |  0.000 |     51.864 |
     |  231 |      KV79      KV83 |    348.629 |  0.018 |  0.029 |    348.658 |
     |  232 |      KV83      KV90 |    635.761 |  0.012 | -0.014 |    635.746 |
     |  233 |      KV90      KV92 |    131.103 |  0.007 |  0.013 |    131.116 |
     |  234 |      KV92      KV99 |    639.381 |  0.003 | -0.004 |    639.377 |
     |  235 |      KV79      KV99 |    997.604 |  0.007 |  0.001 |    997.606 |
     |  236 |      KV92      KV79 |    751.516 |  0.009 | -0.002 |    751.514 |
     |  237 |      KV25      KV52 |    519.014 |  0.012 | -0.015 |    518.999 |
     |  238 |      KV46      KV66 |    433.057 |  0.022 | -0.024 |    433.034 |
     |  239 |      KV52      KV46 |    955.811 |  0.007 |   0.01 |    955.821 |
     |  240 |      KV57      KV58 |    208.465 |  0.014 | -0.007 |    208.458 |
     |  241 |      KV53      KV85 |    477.988 |  0.095 |  0.025 |    478.013 |
     |  242 |      KV52      KV66 |   1238.921 |   0.01 | -0.002 |   1238.918 |
     |  243 |      KV83      KV92 |    593.299 |  0.016 | -0.013 |    593.286 |
     |  244 |      KV81      KV82 |    389.565 |  0.001 | -0.001 |    389.565 |
     ==========================================================================
     - Sai so do canh lon nhat:    (   KV53 -    KV85)  ms(max)= 0.095m
     - Sai so do canh nho nhat:    (   D184 -    KV22)  ms(min)= 0.001m
     - So hieu chinh canh lon nhat:(   KV39 -    KV37)  ds(max)= 0.036m
     - So hieu chinh canh nho nhat:(   D188 -    V121)  ds(min)= 0.000m




                                                                      Bang 3.3

               BANG TRI DO, SO HIEU CHINH VA TRI BINH SAI CHENH CAO

           HE TOA DO TRAC DIA                        ELLIPPSOID:WGS-84
     ==========================================================================
     | STT  |    Ki hieu canh     |   Tri do   | S.s do | So h/c |  Tri b.sai |
     |      |                     |     (m)    |   (m)  |   (m)  |     (m)    |
     ==========================================================================
     |    1 |      D184      KV22 |     13.609 |  0.001 |  0.001 |     13.610 |
     |    2 |      D184      KV30 |     10.784 |  0.002 | -0.003 |     10.781 |
     |    3 |      D184      KV26 |     47.632 |  0.002 |  0.000 |     47.632 |
     |    4 |      KV30      KV22 |      2.830 |  0.001 | -0.001 |      2.829 |
     |    5 |      KV30      KV26 |     36.851 |  0.001 | -0.000 |     36.851 |
     |    6 |      KV22      KV29 |      3.256 |  0.001 |  0.001 |      3.256 |
     |    7 |      KV29      KV30 |     -6.085 |  0.001 | -0.000 |     -6.085 |
     |    8 |      KV29      KV26 |     30.765 |  0.001 |  0.001 |     30.766 |
     |    9 |      KV28      KV29 |     -6.399 |  0.001 |  0.000 |     -6.399 |
     |   10 |      KV26      KV27 |     -9.010 |  0.001 |  0.001 |     -9.009 |
     |   11 |      KV26      KV28 |    -24.366 |  0.001 | -0.001 |    -24.367 |
     |   12 |      KV27      KV28 |    -15.361 |  0.002 |  0.004 |    -15.358 |
     |   13 |      KV27      KV22 |    -25.014 |  0.001 |  0.001 |    -25.013 |
     |   14 |      KV25      KV26 |      2.488 |  0.001 | -0.001 |      2.487 |
     |   15 |      KV25      KV27 |     -6.523 |  0.001 |  0.001 |     -6.522 |
     |   16 |      KV26      KV43 |    -55.410 |  0.034 | -0.011 |    -55.421 |
     |   17 |      KV43      KV44 |     -7.008 |  0.001 | -0.000 |     -7.008 |
     |   18 |      KV44      KV45 |    -19.137 |  0.001 |  0.000 |    -19.136 |
     |   19 |      KV45      KV46 |      5.868 |  0.001 |  0.000 |      5.868 |
     |   20 |      KV46      KV26 |     75.684 |  0.035 |  0.014 |     75.697 |
     |   21 |      KV46      KV67 |     -8.111 |  0.001 |  0.000 |     -8.111 |
     |   22 |      KV67      KV45 |      2.243 |  0.001 |  0.000 |      2.243 |
     |   23 |      KV68      KV45 |      5.269 |  0.001 | -0.001 |      5.268 |
     |   24 |      KV68      KV67 |      3.026 |  0.001 | -0.000 |      3.025 |
     |   25 |      KV41      KV68 |     -5.753 |  0.006 |  0.007 |     -5.746 |
     |   26 |      KV44      KV41 |    -18.658 |  0.004 |  0.000 |    -18.658 |
     |   27 |      KV26      KV45 |    -81.553 |  0.045 | -0.013 |    -81.565 |
     |   28 |      KV45      KV43 |     26.145 |  0.002 | -0.001 |     26.144 |
     |   29 |      KV44      KV68 |    -24.400 |  0.004 | -0.004 |    -24.404 |
     |   30 |      KV41      KV43 |     25.648 |  0.010 |  0.018 |     25.666 |
     |   31 |      KV68      KV69 |      7.423 |  0.013 | -0.008 |      7.415 |
     |   32 |      KV68      KV76 |     -2.502 |  0.004 |  0.001 |     -2.500 |
     |   33 |      KV68      KV81 |    -17.175 |  0.002 |  0.001 |    -17.174 |
     |   34 |      KV76      KV77 |      2.690 |  0.006 | -0.011 |      2.679 |
     |   35 |      KV76      KV82 |     -0.926 |  0.001 | -0.001 |     -0.927 |
     |   36 |      KV76      KV83 |     -4.814 |  0.001 |  0.001 |     -4.813 |
     |   37 |      KV77      KV82 |     -3.629 |  0.012 |  0.022 |     -3.606 |
     |   38 |      KV81      KV83 |      9.861 |  0.001 |  0.000 |      9.861 |
     |   39 |      KV82      KV83 |     -3.883 |  0.002 | -0.002 |     -3.885 |
     |   40 |      KV68      KV77 |      0.178 |  0.001 |  0.001 |      0.179 |
     |   41 |      KV77      KV81 |    -17.353 |  0.001 | -0.000 |    -17.353 |
     |   42 |      KV40      KV41 |     14.888 |  0.009 | -0.008 |     14.879 |
     |   43 |      KV41      KV69 |      1.669 |  0.002 | -0.000 |      1.669 |
     |   44 |      KV69      KV76 |     -9.915 |  0.001 | -0.000 |     -9.915 |
     |   45 |      KV76      KV79 |    -27.080 |  0.001 |  0.001 |    -27.079 |
     |   46 |      KV79      KV42 |     39.846 |  0.001 | -0.000 |     39.846 |
     |   47 |      KV78      KV79 |     16.039 |  0.001 | -0.001 |     16.038 |
     |   48 |      KV40      KV42 |     19.416 |  0.014 | -0.017 |     19.399 |
     |   49 |      KV41      KV42 |      4.520 |  0.001 | -0.001 |      4.519 |
     |   50 |      KV42      KV78 |    -55.882 |  0.001 | -0.001 |    -55.884 |
     |   51 |      KV42      KV70 |    -11.423 |  0.001 |  0.000 |    -11.423 |
     |   52 |      KV69      KV70 |     -8.572 |  0.001 | -0.000 |     -8.572 |
     |   53 |      KV70      KV76 |     -1.344 |  0.001 |  0.000 |     -1.343 |
     |   54 |      KV70      KV79 |    -28.422 |  0.001 | -0.000 |    -28.423 |
     |   55 |      KV42      KV69 |     -2.845 |  0.004 | -0.006 |     -2.851 |
     |   56 |      KV37      KV38 |     -4.135 |  0.001 | -0.000 |     -4.136 |
     |   57 |      KV38      KV40 |     20.442 |  0.001 |  0.000 |     20.442 |
     |   58 |      KV38      KV73 |    -11.761 |  0.001 | -0.001 |    -11.763 |
     |   59 |      KV40      KV72 |    -19.149 |  0.001 |  0.000 |    -19.148 |
     |   60 |      KV72      KV38 |     -1.290 |  0.003 | -0.004 |     -1.294 |
     |   61 |      KV72      KV78 |    -17.341 |  0.003 |  0.004 |    -17.337 |
     |   62 |      KV73      KV72 |     13.057 |  0.001 | -0.000 |     13.057 |
     |   63 |      KV73      KV37 |     15.900 |  0.001 | -0.001 |     15.898 |
     |   64 |      KV75      KV37 |     56.656 |  0.001 |  0.001 |     56.658 |
     |   65 |      KV75      KV73 |     40.760 |  0.001 | -0.000 |     40.759 |
     |   66 |      KV78      KV75 |    -36.480 |  0.001 |  0.001 |    -36.479 |
     |   67 |      KV73      KV78 |     -4.280 |  0.001 |  0.000 |     -4.280 |
     |   68 |      KV67      KV81 |    -20.158 |  0.030 | -0.042 |    -20.200 |
     |   69 |      KV66      KV67 |     -3.453 |  0.032 |  0.043 |     -3.410 |
     |   70 |      KV66      KV81 |    -23.609 |  0.001 | -0.001 |    -23.610 |
     |   71 |      KV65      KV66 |     -4.288 |  0.001 | -0.001 |     -4.288 |
     |   72 |      KV65      KV81 |    -27.899 |  0.001 |  0.001 |    -27.898 |
     |   73 |      KV64      KV65 |     14.831 |  0.001 |  0.000 |     14.831 |
     |   74 |      KV64      KV81 |    -13.068 |  0.001 |  0.001 |    -13.067 |
     |   75 |      KV88      KV64 |     11.227 |  0.001 |  0.001 |     11.228 |
     |   76 |      KV88      KV81 |     -1.839 |  0.001 | -0.000 |     -1.839 |
     |   77 |      KV90      KV88 |      6.832 |  0.002 |  0.003 |      6.835 |
     |   78 |      KV89      KV88 |     -0.103 |  0.020 | -0.039 |     -0.142 |
     |   79 |      KV89      KV90 |     -6.937 |  0.020 | -0.040 |     -6.977 |
     |   80 |      KV81      KV90 |     -4.998 |  0.002 |  0.003 |     -4.996 |
     |   81 |      KV64      KV89 |    -11.135 |  0.025 |  0.049 |    -11.086 |
     |   82 |      D187      KV49 |     14.872 |  0.001 | -0.002 |     14.870 |
     |   83 |      D187      KV62 |     -1.883 |  0.001 |  0.001 |     -1.883 |
     |   84 |      KV52      KV61 |    -89.555 |  0.003 | -0.003 |    -89.558 |
     |   85 |      KV52      KV51 |    -23.173 |  0.001 |  0.000 |    -23.173 |
     |   86 |      KV51      KV49 |    -45.177 |  0.001 | -0.000 |    -45.177 |
     |   87 |      KV62      KV49 |     16.750 |  0.002 |  0.003 |     16.752 |
     |   88 |      KV62      KV65 |      4.246 |  0.001 | -0.000 |      4.246 |
     |   89 |      KV65      KV49 |     12.506 |  0.001 | -0.000 |     12.506 |
     |   90 |      KV64      KV61 |      6.162 |  0.030 | -0.033 |      6.128 |
     |   91 |      D187      KV61 |     -6.342 |  0.003 |  0.003 |     -6.339 |
     |   92 |      KV49      KV52 |     68.350 |  0.001 | -0.000 |     68.350 |
     |   93 |      KV61      KV62 |      4.456 |  0.001 |  0.001 |      4.456 |
     |   94 |      KV65      KV52 |     80.856 |  0.001 |  0.000 |     80.856 |
     |   95 |      D187      KV51 |     60.047 |  0.001 | -0.000 |     60.047 |
     |   96 |      D187      KV52 |     83.218 |  0.002 |  0.001 |     83.219 |
     |   97 |      KV62      KV64 |    -10.616 |  0.029 |  0.031 |    -10.585 |
     |   98 |      KV52      KV54 |    -54.524 |  0.001 | -0.001 |    -54.525 |
     |   99 |      KV52      KV55 |   -114.167 |  0.001 | -0.000 |   -114.167 |
     |  100 |      KV52      KV56 |   -102.265 |  0.001 |  0.002 |   -102.263 |
     |  101 |      KV61      KV53 |     22.442 |  0.007 | -0.013 |     22.429 |
     |  102 |      KV61      KV89 |    -17.214 |  0.001 | -0.000 |    -17.214 |
     |  103 |      KV57      KV55 |      0.232 |  0.001 | -0.000 |      0.232 |
     |  104 |      KV57      KV56 |     12.137 |  0.001 | -0.001 |     12.135 |
     |  105 |      KV55      KV56 |     11.904 |  0.001 | -0.001 |     11.904 |
     |  106 |      KV56      KV54 |     47.739 |  0.001 | -0.000 |     47.739 |
     |  107 |      KV54      KV57 |    -59.873 |  0.001 | -0.001 |    -59.874 |
     |  108 |      KV53      KV54 |     12.604 |  0.001 | -0.000 |     12.604 |
     |  109 |      KV53      KV57 |    -47.263 |  0.004 | -0.007 |    -47.270 |
     |  110 |      KV52      KV53 |    -67.156 |  0.021 |  0.027 |    -67.129 |
     |  111 |      KV53      KV89 |    -39.644 |  0.001 |  0.000 |    -39.644 |
     |  112 |      KV58      KV89 |     14.964 |  0.001 |  0.001 |     14.965 |
     |  113 |      KV58      KV84 |     29.177 |  0.001 |  0.000 |     29.178 |
     |  114 |      KV58      KV85 |     32.828 |  0.004 | -0.006 |     32.822 |
     |  115 |      KV58      KV86 |     -0.900 |  0.001 |  0.000 |     -0.900 |
     |  116 |      KV58      KV87 |      8.404 |  0.001 | -0.001 |      8.402 |
     |  117 |      KV89      KV84 |     14.212 |  0.001 |  0.000 |     14.213 |
     |  118 |      KV84      KV85 |      3.643 |  0.002 |  0.001 |      3.644 |
     |  119 |      KV87      KV86 |     -9.301 |  0.001 | -0.001 |     -9.303 |
     |  120 |      KV86      V122 |     26.771 |  0.001 |  0.001 |     26.772 |
     |  121 |      KV86      V123 |     18.640 |  0.001 | -0.002 |     18.639 |
     |  122 |      V122      V123 |     -8.134 |  0.001 |  0.000 |     -8.133 |
     |  123 |      KV87      KV89 |      6.562 |  0.001 |  0.000 |      6.563 |
     |  124 |      KV87      V123 |      9.323 |  0.018 |  0.013 |      9.336 |
     |  125 |      KV89      V123 |      2.767 |  0.004 |  0.007 |      2.773 |
     |  126 |      KV89      KV91 |     -5.157 |  0.001 |  0.001 |     -5.156 |
     |  127 |      D188      V123 |    -22.507 |  0.001 | -0.000 |    -22.507 |
     |  128 |      KV96      D188 |     16.454 |  0.006 | -0.002 |     16.452 |
     |  129 |      KV97      D188 |     12.235 |  0.011 | -0.000 |     12.235 |
     |  130 |      KV96      KV97 |      4.223 |  0.017 | -0.006 |      4.217 |
     |  131 |      KV93      KV96 |      7.663 |  0.001 |  0.000 |      7.663 |
     |  132 |      KV96      KV91 |    -13.984 |  0.001 | -0.001 |    -13.985 |
     |  133 |      KV92      KV91 |      0.306 |  0.001 |  0.001 |      0.307 |
     |  134 |      KV92      KV93 |      6.628 |  0.001 | -0.000 |      6.628 |
     |  135 |      KV96      V123 |     -6.056 |  0.001 |  0.001 |     -6.055 |
     |  136 |      KV96      KV89 |     -8.829 |  0.001 |  0.000 |     -8.829 |
     |  137 |      KV91      KV93 |      6.321 |  0.001 |  0.001 |      6.322 |
     |  138 |      KV89      KV92 |     -5.463 |  0.001 |  0.000 |     -5.463 |
     |  139 |      KV97      KV99 |      2.224 |  0.001 | -0.000 |      2.224 |
     |  140 |      KV98      KV99 |    -11.779 |  0.002 | -0.002 |    -11.780 |
     |  141 |      V122      KV98 |     16.140 |  0.019 |  0.004 |     16.143 |
     |  142 |      V121      KV98 |      4.102 |  0.001 | -0.001 |      4.101 |
     |  143 |      V108      KV99 |      6.449 |  0.038 | -0.002 |      6.448 |
     |  144 |      KV99      V109 |     -7.732 |  0.026 |  0.017 |     -7.715 |
     |  145 |      KV93      KV99 |     14.090 |  0.022 |  0.015 |     14.104 |
     |  146 |      KV97      V121 |      9.903 |  0.001 |  0.000 |      9.903 |
     |  147 |      KV99      V121 |      7.680 |  0.001 | -0.001 |      7.679 |
     |  148 |      KV98      V101 |     -1.593 |  0.005 |  0.005 |     -1.588 |
     |  149 |      V107      V101 |     22.826 |  0.001 |  0.000 |     22.826 |
     |  150 |      V107      V100 |     21.585 |  0.001 |  0.000 |     21.585 |
     |  151 |      V107      V106 |    -12.777 |  0.001 |  0.001 |    -12.776 |
     |  152 |      V100      V101 |      1.241 |  0.001 | -0.000 |      1.241 |
     |  153 |      V101      V106 |    -35.602 |  0.001 |  0.000 |    -35.602 |
     |  154 |      V100      V106 |    -34.361 |  0.001 |  0.000 |    -34.361 |
     |  155 |      V106      V102 |     -0.936 |  0.001 | -0.000 |     -0.936 |
     |  156 |      V106      V105 |    -26.012 |  0.001 |  0.001 |    -26.011 |
     |  157 |      V105      V102 |     25.072 |  0.002 |  0.003 |     25.075 |
     |  158 |      V105      V107 |     38.789 |  0.002 | -0.002 |     38.787 |
     |  159 |      V104      V105 |    -15.631 |  0.001 | -0.001 |    -15.632 |
     |  160 |      V104      V107 |     23.154 |  0.001 |  0.001 |     23.156 |
     |  161 |      V102      V104 |     -9.444 |  0.001 |  0.001 |     -9.443 |
     |  162 |      V102      V107 |     13.712 |  0.001 |  0.001 |     13.712 |
     |  163 |      KV98      V108 |    -18.227 |  0.001 | -0.001 |    -18.228 |
     |  164 |      KV98      V103 |    -30.548 |  0.001 |  0.001 |    -30.547 |
     |  165 |      V108      V103 |    -12.319 |  0.001 |  0.000 |    -12.319 |
     |  166 |      V101      V103 |    -28.956 |  0.009 | -0.003 |    -28.959 |
     |  167 |      V103      V106 |     -6.639 |  0.005 | -0.004 |     -6.643 |
     |  168 |      V103      V105 |    -32.622 |  0.017 | -0.032 |    -32.654 |
     |  169 |      V105      V106 |     25.983 |  0.016 |  0.028 |     26.011 |
     |  170 |      V109      V108 |      1.266 |  0.001 |  0.001 |      1.267 |
     |  171 |      V109      V103 |    -11.049 |  0.002 | -0.003 |    -11.052 |
     |  172 |      KV01      KV02 |     -5.043 |  0.001 |  0.000 |     -5.042 |
     |  173 |      KV02      KV04 |    -44.550 |  0.001 |  0.000 |    -44.549 |
     |  174 |      KV02      KV05 |    -69.484 |  0.001 |  0.001 |    -69.483 |
     |  175 |      KV05      KV06 |      8.518 |  0.001 |  0.002 |      8.519 |
     |  176 |      KV06      KV04 |     16.414 |  0.001 |  0.000 |     16.414 |
     |  177 |      KV04      KV05 |    -24.934 |  0.001 |  0.001 |    -24.933 |
     |  178 |      KV01      KV09 |      4.516 |  0.001 |  0.000 |      4.516 |
     |  179 |      KV02      KV03 |    -42.207 |  0.001 | -0.001 |    -42.208 |
     |  180 |      KV03      KV06 |    -18.755 |  0.001 | -0.001 |    -18.756 |
     |  181 |      KV03      KV09 |     51.770 |  0.009 | -0.004 |     51.767 |
     |  182 |      KV06      KV09 |     70.514 |  0.015 |  0.008 |     70.522 |
     |  183 |      KV01      KV03 |    -47.250 |  0.001 | -0.000 |    -47.250 |
     |  184 |      KV03      KV04 |     -2.341 |  0.001 | -0.000 |     -2.341 |
     |  185 |      KV02      KV09 |      9.559 |  0.001 | -0.000 |      9.559 |
     |  186 |      KV08      KV07 |    -19.131 |  0.001 | -0.000 |    -19.131 |
     |  187 |      KV13      KV08 |     67.650 |  0.023 | -0.019 |     67.631 |
     |  188 |      KV14      KV08 |     60.974 |  0.001 |  0.001 |     60.976 |
     |  189 |      KV06      KV08 |    -12.861 |  0.001 | -0.001 |    -12.862 |
     |  190 |      KV06      KV14 |    -73.839 |  0.001 |  0.001 |    -73.838 |
     |  191 |      KV07      KV13 |    -48.519 |  0.022 |  0.019 |    -48.500 |
     |  192 |      KV06      KV07 |    -31.993 |  0.001 |  0.000 |    -31.993 |
     |  193 |      KV13      KV14 |      6.648 |  0.005 |  0.007 |      6.655 |
     |  194 |      KV13      KV17 |      8.302 |  0.001 | -0.001 |      8.302 |
     |  195 |      KV13      KV34 |    -19.895 |  0.006 |  0.007 |    -19.888 |
     |  196 |      KV14      KV18 |     15.084 |  0.002 |  0.004 |     15.087 |
     |  197 |      KV14      KV31 |      8.155 |  0.001 | -0.000 |      8.155 |
     |  198 |      KV17      KV18 |     13.440 |  0.001 |  0.001 |     13.441 |
     |  199 |      KV17      KV34 |    -28.188 |  0.001 | -0.002 |    -28.189 |
     |  200 |      KV18      KV31 |     -6.933 |  0.001 |  0.001 |     -6.932 |
     |  201 |      KV18      KV34 |    -41.631 |  0.001 |  0.000 |    -41.630 |
     |  202 |      KV31      KV33 |    -25.404 |  0.006 |  0.007 |    -25.397 |
     |  203 |      KV33      KV18 |     32.330 |  0.001 | -0.001 |     32.329 |
     |  204 |      KV34      KV33 |      9.302 |  0.001 | -0.001 |      9.302 |
     |  205 |      KV14      KV17 |      1.647 |  0.001 | -0.000 |      1.646 |
     |  206 |      KV21      KV22 |     -2.331 |  0.038 | -0.031 |     -2.361 |
     |  207 |      KV22      KV23 |     -7.441 |  0.001 |  0.000 |     -7.441 |
     |  208 |      KV23      KV14 |    -32.270 |  0.001 |  0.001 |    -32.270 |
     |  209 |      KV23      KV24 |     -2.191 |  0.001 | -0.000 |     -2.191 |
